entity_id,model_id,feature_set,fold,race,sex,age_cat,label_value,score
2766,LR_8_features,8,6,African-American,Male,25 - 45,1,1
2767,LR_8_features,8,6,Caucasian,Male,Greater than 45,1,0
2787,LR_8_features,8,6,African-American,Female,25 - 45,1,0
2846,LR_8_features,8,6,Caucasian,Male,25 - 45,1,0
2885,LR_8_features,8,6,African-American,Male,25 - 45,1,1
2886,LR_8_features,8,6,African-American,Male,25 - 45,1,1
2917,LR_8_features,8,6,Caucasian,Male,25 - 45,0,1
2927,LR_8_features,8,6,African-American,Male,25 - 45,1,1
2929,LR_8_features,8,6,Caucasian,Male,Less than 25,0,0
2959,LR_8_features,8,6,African-American,Male,25 - 45,0,0
2983,LR_8_features,8,6,Caucasian,Female,25 - 45,0,0
2984,LR_8_features,8,6,African-American,Male,Greater than 45,0,0
2997,LR_8_features,8,6,African-American,Male,25 - 45,1,1
3004,LR_8_features,8,6,African-American,Male,25 - 45,1,1
3040,LR_8_features,8,6,African-American,Male,Greater than 45,0,0
3053,LR_8_features,8,6,African-American,Male,25 - 45,0,0
3096,LR_8_features,8,6,African-American,Male,Greater than 45,0,0
3137,LR_8_features,8,6,Caucasian,Male,Greater than 45,0,0
3146,LR_8_features,8,6,Hispanic,Male,25 - 45,1,0
3152,LR_8_features,8,6,Caucasian,Female,25 - 45,0,0
3168,LR_8_features,8,6,African-American,Male,25 - 45,1,1
3174,LR_8_features,8,6,Other,Male,Less than 25,1,0
3236,LR_8_features,8,6,African-American,Male,25 - 45,1,1
3259,LR_8_features,8,6,Native American,Female,Greater than 45,1,1
3267,LR_8_features,8,6,African-American,Male,25 - 45,0,0
3270,LR_8_features,8,6,African-American,Male,Less than 25,1,1
3272,LR_8_features,8,6,African-American,Male,25 - 45,1,1
3295,LR_8_features,8,6,Hispanic,Male,25 - 45,0,0
3306,LR_8_features,8,6,Caucasian,Male,25 - 45,0,0
3314,LR_8_features,8,6,Caucasian,Male,25 - 45,0,0
3337,LR_8_features,8,6,African-American,Male,25 - 45,1,1
3339,LR_8_features,8,6,Caucasian,Male,Greater than 45,0,0
3351,LR_8_features,8,6,African-American,Female,25 - 45,1,0
3369,LR_8_features,8,6,African-American,Male,Less than 25,1,1
3370,LR_8_features,8,6,Hispanic,Female,25 - 45,1,0
3387,LR_8_features,8,6,African-American,Male,Greater than 45,1,0
3391,LR_8_features,8,6,African-American,Female,25 - 45,1,1
3394,LR_8_features,8,6,Caucasian,Male,Less than 25,1,1
3406,LR_8_features,8,6,Caucasian,Male,Less than 25,1,0
3409,LR_8_features,8,6,African-American,Male,Less than 25,0,0
3427,LR_8_features,8,6,Caucasian,Female,25 - 45,0,0
3431,LR_8_features,8,6,African-American,Female,25 - 45,0,0
3438,LR_8_features,8,6,Caucasian,Male,25 - 45,1,0
3448,LR_8_features,8,6,African-American,Female,25 - 45,1,1
3483,LR_8_features,8,6,Caucasian,Male,25 - 45,0,0
3492,LR_8_features,8,6,African-American,Male,Less than 25,0,1
3523,LR_8_features,8,6,Caucasian,Male,Greater than 45,0,0
3574,LR_8_features,8,6,African-American,Male,Less than 25,1,1
3601,LR_8_features,8,6,African-American,Female,25 - 45,1,1
3602,LR_8_features,8,6,African-American,Male,25 - 45,1,1
3626,LR_8_features,8,6,Caucasian,Male,Greater than 45,0,0
3647,LR_8_features,8,6,African-American,Male,Less than 25,0,1
3648,LR_8_features,8,6,African-American,Male,Greater than 45,1,1
3652,LR_8_features,8,6,African-American,Male,25 - 45,1,0
3657,LR_8_features,8,6,African-American,Female,25 - 45,0,0
3700,LR_8_features,8,6,African-American,Male,Less than 25,1,1
3725,LR_8_features,8,6,African-American,Male,Less than 25,1,1
3726,LR_8_features,8,6,Hispanic,Female,25 - 45,0,0
3738,LR_8_features,8,6,Caucasian,Male,25 - 45,0,1
3749,LR_8_features,8,6,African-American,Male,25 - 45,1,0
3768,LR_8_features,8,6,African-American,Female,25 - 45,0,0
3793,LR_8_features,8,6,Caucasian,Male,25 - 45,1,0
3801,LR_8_features,8,6,Caucasian,Male,Greater than 45,0,0
3805,LR_8_features,8,6,Caucasian,Male,25 - 45,1,0
3807,LR_8_features,8,6,Caucasian,Female,25 - 45,1,0
3812,LR_8_features,8,6,African-American,Male,25 - 45,1,1
3817,LR_8_features,8,6,African-American,Female,Less than 25,1,1
3847,LR_8_features,8,6,African-American,Male,Less than 25,1,1
3848,LR_8_features,8,6,African-American,Male,25 - 45,1,1
3857,LR_8_features,8,6,African-American,Female,25 - 45,0,0
3904,LR_8_features,8,6,African-American,Female,Greater than 45,0,0
3929,LR_8_features,8,6,African-American,Male,Less than 25,1,1
3933,LR_8_features,8,6,African-American,Female,25 - 45,1,1
3935,LR_8_features,8,6,African-American,Female,Less than 25,0,0
3946,LR_8_features,8,6,African-American,Male,25 - 45,1,0
3979,LR_8_features,8,6,Caucasian,Male,25 - 45,0,0
4002,LR_8_features,8,6,African-American,Male,25 - 45,0,0
4006,LR_8_features,8,6,Caucasian,Male,Greater than 45,0,0
4010,LR_8_features,8,6,African-American,Male,Less than 25,0,1
4061,LR_8_features,8,6,Caucasian,Female,Greater than 45,0,0
4078,LR_8_features,8,6,Hispanic,Male,Greater than 45,1,0
4105,LR_8_features,8,6,Caucasian,Male,25 - 45,1,1
4112,LR_8_features,8,6,African-American,Male,Less than 25,0,1
4121,LR_8_features,8,6,Hispanic,Male,25 - 45,0,0
4134,LR_8_features,8,6,African-American,Male,Greater than 45,1,0
4180,LR_8_features,8,6,Hispanic,Female,25 - 45,1,1
4193,LR_8_features,8,6,Hispanic,Male,25 - 45,0,0
4254,LR_8_features,8,6,African-American,Male,Greater than 45,0,1
4290,LR_8_features,8,6,African-American,Male,25 - 45,0,0
4292,LR_8_features,8,6,Other,Female,Less than 25,0,0
4306,LR_8_features,8,6,African-American,Male,Less than 25,1,1
4311,LR_8_features,8,6,African-American,Male,25 - 45,1,1
4333,LR_8_features,8,6,Other,Male,25 - 45,1,0
4348,LR_8_features,8,6,African-American,Male,Less than 25,1,0
4372,LR_8_features,8,6,African-American,Male,Less than 25,1,1
4414,LR_8_features,8,6,Caucasian,Male,25 - 45,0,0
4416,LR_8_features,8,6,Caucasian,Male,Greater than 45,0,0
4431,LR_8_features,8,6,Caucasian,Male,Greater than 45,1,0
4433,LR_8_features,8,6,Hispanic,Female,25 - 45,0,0
4444,LR_8_features,8,6,Caucasian,Female,25 - 45,0,0
4445,LR_8_features,8,6,African-American,Female,Less than 25,0,0
4453,LR_8_features,8,6,African-American,Male,25 - 45,1,1
4469,LR_8_features,8,6,Caucasian,Male,Greater than 45,0,0
4517,LR_8_features,8,6,African-American,Female,Less than 25,0,0
4521,LR_8_features,8,6,Caucasian,Female,25 - 45,0,0
4530,LR_8_features,8,6,Other,Male,25 - 45,0,1
4556,LR_8_features,8,6,African-American,Female,25 - 45,0,0
4593,LR_8_features,8,6,Asian,Male,25 - 45,0,0
4595,LR_8_features,8,6,African-American,Male,25 - 45,1,1
4611,LR_8_features,8,6,African-American,Male,25 - 45,0,0
4629,LR_8_features,8,6,Caucasian,Male,Greater than 45,1,0
4652,LR_8_features,8,6,African-American,Male,Less than 25,1,1
4661,LR_8_features,8,6,African-American,Male,25 - 45,0,1
4662,LR_8_features,8,6,Caucasian,Female,25 - 45,0,0
4677,LR_8_features,8,6,Other,Male,25 - 45,0,0
4712,LR_8_features,8,6,African-American,Male,Greater than 45,0,0
4754,LR_8_features,8,6,African-American,Male,Greater than 45,0,0
4765,LR_8_features,8,6,Caucasian,Male,Greater than 45,0,0
4792,LR_8_features,8,6,African-American,Female,Less than 25,0,0
4801,LR_8_features,8,6,Other,Male,25 - 45,0,1
4809,LR_8_features,8,6,Caucasian,Female,25 - 45,1,1
4833,LR_8_features,8,6,Caucasian,Male,25 - 45,0,1
4857,LR_8_features,8,6,African-American,Female,25 - 45,1,0
4921,LR_8_features,8,6,Hispanic,Male,Greater than 45,0,0
4928,LR_8_features,8,6,Other,Male,25 - 45,0,0
4947,LR_8_features,8,6,African-American,Male,Less than 25,1,1
4961,LR_8_features,8,6,Other,Male,25 - 45,1,0
4967,LR_8_features,8,6,African-American,Male,25 - 45,1,1
4978,LR_8_features,8,6,African-American,Male,25 - 45,0,1
4991,LR_8_features,8,6,African-American,Male,Greater than 45,1,1
5009,LR_8_features,8,6,Caucasian,Female,25 - 45,0,0
5012,LR_8_features,8,6,Caucasian,Male,25 - 45,0,0
5048,LR_8_features,8,6,African-American,Female,25 - 45,1,1
5078,LR_8_features,8,6,African-American,Male,25 - 45,0,0
5106,LR_8_features,8,6,Caucasian,Male,25 - 45,1,1
5108,LR_8_features,8,6,Caucasian,Male,Greater than 45,0,0
5116,LR_8_features,8,6,African-American,Male,25 - 45,1,1
5117,LR_8_features,8,6,African-American,Male,Less than 25,1,1
5142,LR_8_features,8,6,African-American,Female,Greater than 45,0,0
5150,LR_8_features,8,6,African-American,Male,25 - 45,0,0
5174,LR_8_features,8,6,African-American,Male,25 - 45,0,0
5177,LR_8_features,8,6,Hispanic,Male,25 - 45,1,0
5178,LR_8_features,8,6,African-American,Female,25 - 45,0,0
5179,LR_8_features,8,6,African-American,Male,25 - 45,1,1
5181,LR_8_features,8,6,Caucasian,Male,Greater than 45,0,0
5182,LR_8_features,8,6,Caucasian,Male,Greater than 45,0,0
5186,LR_8_features,8,6,African-American,Male,Greater than 45,0,1
5216,LR_8_features,8,6,African-American,Male,25 - 45,1,0
5244,LR_8_features,8,6,Caucasian,Male,25 - 45,0,0
5246,LR_8_features,8,6,Caucasian,Female,Greater than 45,0,0
5265,LR_8_features,8,6,African-American,Male,Less than 25,1,1
5293,LR_8_features,8,6,African-American,Female,25 - 45,0,1
5327,LR_8_features,8,6,Caucasian,Male,25 - 45,1,0
5331,LR_8_features,8,6,African-American,Male,25 - 45,0,0
5344,LR_8_features,8,6,Caucasian,Male,25 - 45,0,0
5351,LR_8_features,8,6,Caucasian,Male,Less than 25,0,0
5367,LR_8_features,8,6,African-American,Male,25 - 45,1,0
5372,LR_8_features,8,6,African-American,Female,25 - 45,0,0
5395,LR_8_features,8,6,African-American,Male,25 - 45,1,1
5402,LR_8_features,8,6,African-American,Female,Less than 25,1,1
5416,LR_8_features,8,6,African-American,Male,25 - 45,0,0
5417,LR_8_features,8,6,Caucasian,Male,25 - 45,0,0
5448,LR_8_features,8,6,Caucasian,Male,25 - 45,0,0
5491,LR_8_features,8,6,Caucasian,Male,Less than 25,0,1
5502,LR_8_features,8,6,African-American,Male,Less than 25,1,1
5534,LR_8_features,8,6,Hispanic,Male,25 - 45,0,0
5546,LR_8_features,8,6,Caucasian,Male,Greater than 45,0,0
5552,LR_8_features,8,6,African-American,Male,Greater than 45,1,1
5592,LR_8_features,8,6,Caucasian,Male,25 - 45,1,1
5613,LR_8_features,8,6,Caucasian,Male,Greater than 45,1,0
5627,LR_8_features,8,6,African-American,Male,25 - 45,1,1
5637,LR_8_features,8,6,Other,Male,Greater than 45,0,0
5651,LR_8_features,8,6,Caucasian,Male,25 - 45,0,1
5669,LR_8_features,8,6,African-American,Male,25 - 45,1,1
5671,LR_8_features,8,6,Caucasian,Male,25 - 45,1,0
5719,LR_8_features,8,6,African-American,Male,Less than 25,0,1
5728,LR_8_features,8,6,African-American,Female,25 - 45,0,0
5749,LR_8_features,8,6,Asian,Male,25 - 45,0,1
5763,LR_8_features,8,6,Hispanic,Male,25 - 45,0,0
5782,LR_8_features,8,6,Hispanic,Female,25 - 45,1,0
5785,LR_8_features,8,6,African-American,Male,25 - 45,0,0
5789,LR_8_features,8,6,Hispanic,Female,Greater than 45,0,0
5809,LR_8_features,8,6,African-American,Male,Greater than 45,0,1
5818,LR_8_features,8,6,African-American,Male,Less than 25,0,1
5849,LR_8_features,8,6,African-American,Male,25 - 45,0,0
5850,LR_8_features,8,6,Caucasian,Female,25 - 45,1,0
5863,LR_8_features,8,6,African-American,Male,Greater than 45,1,1
5864,LR_8_features,8,6,Hispanic,Male,25 - 45,1,1
5867,LR_8_features,8,6,Other,Male,25 - 45,0,0
5877,LR_8_features,8,6,African-American,Male,25 - 45,0,1
5880,LR_8_features,8,6,African-American,Male,25 - 45,0,0
5885,LR_8_features,8,6,Caucasian,Male,Greater than 45,1,0
5905,LR_8_features,8,6,Caucasian,Male,Greater than 45,1,1
5939,LR_8_features,8,6,Caucasian,Male,Greater than 45,0,0
5951,LR_8_features,8,6,Hispanic,Female,25 - 45,0,0
5957,LR_8_features,8,6,Other,Male,25 - 45,1,1
5974,LR_8_features,8,6,African-American,Male,Less than 25,0,1
5995,LR_8_features,8,6,Caucasian,Male,25 - 45,0,1
6075,LR_8_features,8,6,African-American,Male,25 - 45,1,1
6160,LR_8_features,8,6,African-American,Male,25 - 45,1,1
6161,LR_8_features,8,6,African-American,Male,25 - 45,0,1
6191,LR_8_features,8,6,African-American,Female,25 - 45,0,0
6196,LR_8_features,8,6,African-American,Male,Less than 25,1,1
6207,LR_8_features,8,6,African-American,Male,25 - 45,1,0
6208,LR_8_features,8,6,African-American,Male,25 - 45,0,1
6264,LR_8_features,8,6,African-American,Female,25 - 45,0,0
6278,LR_8_features,8,6,African-American,Female,25 - 45,0,0
6323,LR_8_features,8,6,Caucasian,Male,Greater than 45,1,0
6330,LR_8_features,8,6,Caucasian,Female,25 - 45,0,0
6360,LR_8_features,8,6,Caucasian,Male,25 - 45,0,0
6375,LR_8_features,8,6,African-American,Male,25 - 45,1,0
6398,LR_8_features,8,6,Caucasian,Female,25 - 45,0,0
6413,LR_8_features,8,6,African-American,Male,Greater than 45,0,1
6432,LR_8_features,8,6,Caucasian,Female,25 - 45,0,0
6442,LR_8_features,8,6,African-American,Male,Less than 25,1,0
6448,LR_8_features,8,6,Caucasian,Male,25 - 45,1,1
6451,LR_8_features,8,6,African-American,Male,25 - 45,1,1
6483,LR_8_features,8,6,Caucasian,Male,Greater than 45,0,1
6495,LR_8_features,8,6,Asian,Male,25 - 45,0,0
6572,LR_8_features,8,6,Caucasian,Male,25 - 45,0,0
6596,LR_8_features,8,6,African-American,Male,Greater than 45,1,0
6616,LR_8_features,8,6,Caucasian,Male,25 - 45,1,0
6631,LR_8_features,8,6,African-American,Male,25 - 45,1,0
6634,LR_8_features,8,6,African-American,Male,25 - 45,1,1
6649,LR_8_features,8,6,Caucasian,Male,25 - 45,1,0
6658,LR_8_features,8,6,African-American,Male,25 - 45,1,0
6668,LR_8_features,8,6,African-American,Male,25 - 45,1,0
6687,LR_8_features,8,6,Caucasian,Male,25 - 45,1,1
6693,LR_8_features,8,6,Caucasian,Male,25 - 45,0,0
6721,LR_8_features,8,6,African-American,Female,25 - 45,0,0
6732,LR_8_features,8,6,Caucasian,Male,Less than 25,1,1
6744,LR_8_features,8,6,African-American,Male,25 - 45,1,1
6783,LR_8_features,8,6,African-American,Female,Greater than 45,1,1
6796,LR_8_features,8,6,African-American,Male,Less than 25,1,1
6802,LR_8_features,8,6,Caucasian,Female,25 - 45,0,0
6840,LR_8_features,8,6,African-American,Male,25 - 45,1,1
6851,LR_8_features,8,6,Caucasian,Male,25 - 45,1,1
6852,LR_8_features,8,6,Other,Male,25 - 45,1,0
6881,LR_8_features,8,6,Hispanic,Male,25 - 45,0,0
6893,LR_8_features,8,6,African-American,Male,25 - 45,0,0
6937,LR_8_features,8,6,Caucasian,Female,25 - 45,0,0
6968,LR_8_features,8,6,African-American,Male,25 - 45,1,1
7027,LR_8_features,8,6,African-American,Male,Greater than 45,1,0
7064,LR_8_features,8,6,African-American,Male,25 - 45,1,1
7079,LR_8_features,8,6,Caucasian,Male,25 - 45,0,1
7112,LR_8_features,8,6,African-American,Male,Greater than 45,1,0
7117,LR_8_features,8,6,Caucasian,Male,Greater than 45,0,0
7123,LR_8_features,8,6,African-American,Male,25 - 45,1,0
7136,LR_8_features,8,6,African-American,Male,25 - 45,1,1
7153,LR_8_features,8,6,African-American,Male,Less than 25,0,0
7156,LR_8_features,8,6,African-American,Male,Greater than 45,0,0
7157,LR_8_features,8,6,Hispanic,Male,25 - 45,0,0
7190,LR_8_features,8,6,Hispanic,Female,25 - 45,1,0
7192,LR_8_features,8,6,Other,Female,Greater than 45,0,0
7199,LR_8_features,8,6,African-American,Male,25 - 45,0,0
7245,LR_8_features,8,6,African-American,Male,25 - 45,1,1
7269,LR_8_features,8,6,Caucasian,Female,Greater than 45,0,0
7305,LR_8_features,8,6,Other,Female,Greater than 45,1,0
7317,LR_8_features,8,6,African-American,Male,25 - 45,0,1
7320,LR_8_features,8,6,Caucasian,Male,Less than 25,1,1
7323,LR_8_features,8,6,African-American,Male,25 - 45,1,1
7326,LR_8_features,8,6,African-American,Male,Less than 25,0,1
7332,LR_8_features,8,6,Other,Male,25 - 45,1,0
7340,LR_8_features,8,6,Caucasian,Female,25 - 45,1,0
7356,LR_8_features,8,6,Native American,Male,Less than 25,1,0
7410,LR_8_features,8,6,Caucasian,Male,Greater than 45,0,0
7417,LR_8_features,8,6,Caucasian,Female,Greater than 45,0,0
7424,LR_8_features,8,6,African-American,Male,25 - 45,0,0
7432,LR_8_features,8,6,Caucasian,Male,25 - 45,0,1
7454,LR_8_features,8,6,African-American,Male,25 - 45,1,0
7462,LR_8_features,8,6,Caucasian,Male,Greater than 45,1,0
7482,LR_8_features,8,6,African-American,Male,25 - 45,1,1
7496,LR_8_features,8,6,Caucasian,Male,Less than 25,0,0
7519,LR_8_features,8,6,African-American,Male,25 - 45,0,0
7531,LR_8_features,8,6,African-American,Male,25 - 45,1,1
7536,LR_8_features,8,6,Caucasian,Male,25 - 45,0,0
7545,LR_8_features,8,6,Caucasian,Male,Less than 25,0,1
7548,LR_8_features,8,6,African-American,Male,25 - 45,0,0
7585,LR_8_features,8,6,Other,Male,25 - 45,0,0
7604,LR_8_features,8,6,Caucasian,Male,Greater than 45,0,0
7615,LR_8_features,8,6,African-American,Male,25 - 45,0,0
7622,LR_8_features,8,6,African-American,Male,Less than 25,1,1
7625,LR_8_features,8,6,Other,Male,25 - 45,1,0
7644,LR_8_features,8,6,African-American,Male,Less than 25,0,1
7660,LR_8_features,8,6,African-American,Male,Less than 25,0,1
7677,LR_8_features,8,6,Caucasian,Female,25 - 45,0,0
7683,LR_8_features,8,6,African-American,Female,Less than 25,1,0
7692,LR_8_features,8,6,Caucasian,Male,Greater than 45,0,0
7698,LR_8_features,8,6,African-American,Male,25 - 45,1,1
7706,LR_8_features,8,6,Hispanic,Male,Greater than 45,0,0
7717,LR_8_features,8,6,African-American,Male,25 - 45,1,1
7720,LR_8_features,8,6,African-American,Male,Greater than 45,1,0
7736,LR_8_features,8,6,African-American,Male,25 - 45,0,0
7759,LR_8_features,8,6,African-American,Male,Less than 25,1,1
7760,LR_8_features,8,6,African-American,Female,Less than 25,1,1
7786,LR_8_features,8,6,African-American,Male,25 - 45,0,1
7804,LR_8_features,8,6,African-American,Male,25 - 45,1,1
7834,LR_8_features,8,6,African-American,Male,25 - 45,0,0
7837,LR_8_features,8,6,Caucasian,Male,Greater than 45,0,0
7838,LR_8_features,8,6,African-American,Male,Less than 25,1,0
7862,LR_8_features,8,6,Hispanic,Male,Less than 25,1,0
7896,LR_8_features,8,6,African-American,Male,Less than 25,1,1
7931,LR_8_features,8,6,African-American,Male,25 - 45,0,1
7943,LR_8_features,8,6,Hispanic,Male,Greater than 45,0,0
8002,LR_8_features,8,6,African-American,Male,Greater than 45,0,0
8008,LR_8_features,8,6,African-American,Male,25 - 45,0,0
8010,LR_8_features,8,6,Caucasian,Male,Less than 25,0,0
8030,LR_8_features,8,6,African-American,Male,Less than 25,1,1
8041,LR_8_features,8,6,Hispanic,Male,25 - 45,1,1
8078,LR_8_features,8,6,Caucasian,Female,Greater than 45,0,0
8100,LR_8_features,8,6,African-American,Male,25 - 45,1,1
8111,LR_8_features,8,6,African-American,Male,25 - 45,1,1
8114,LR_8_features,8,6,African-American,Male,Less than 25,1,1
8116,LR_8_features,8,6,Caucasian,Male,Less than 25,0,1
8134,LR_8_features,8,6,Caucasian,Male,25 - 45,1,0
8168,LR_8_features,8,6,African-American,Female,Less than 25,1,0
8217,LR_8_features,8,6,Hispanic,Male,Less than 25,0,0
8218,LR_8_features,8,6,Caucasian,Female,Less than 25,0,0
8222,LR_8_features,8,6,Caucasian,Male,Less than 25,1,1
8224,LR_8_features,8,6,Hispanic,Male,25 - 45,0,0
8259,LR_8_features,8,6,African-American,Male,Greater than 45,0,0
8268,LR_8_features,8,6,Caucasian,Male,25 - 45,0,1
8281,LR_8_features,8,6,Caucasian,Female,25 - 45,0,0
8285,LR_8_features,8,6,African-American,Male,25 - 45,1,1
8288,LR_8_features,8,6,African-American,Male,25 - 45,0,1
8316,LR_8_features,8,6,Hispanic,Male,25 - 45,1,1
8318,LR_8_features,8,6,African-American,Male,Greater than 45,0,0
8326,LR_8_features,8,6,Caucasian,Male,25 - 45,1,1
8357,LR_8_features,8,6,African-American,Male,Less than 25,1,1
8385,LR_8_features,8,6,Hispanic,Male,25 - 45,1,1
8390,LR_8_features,8,6,Caucasian,Male,25 - 45,0,0
8399,LR_8_features,8,6,African-American,Male,25 - 45,1,1
8409,LR_8_features,8,6,Hispanic,Male,Less than 25,1,1
8422,LR_8_features,8,6,Caucasian,Female,25 - 45,1,0
8438,LR_8_features,8,6,Caucasian,Female,25 - 45,1,1
8452,LR_8_features,8,6,Caucasian,Male,25 - 45,0,0
8463,LR_8_features,8,6,African-American,Male,Less than 25,0,1
8467,LR_8_features,8,6,African-American,Male,25 - 45,1,1
8532,LR_8_features,8,6,African-American,Male,25 - 45,0,0
8552,LR_8_features,8,6,African-American,Male,25 - 45,1,1
8558,LR_8_features,8,6,African-American,Male,Greater than 45,1,0
8570,LR_8_features,8,6,Caucasian,Male,Greater than 45,1,0
8572,LR_8_features,8,6,African-American,Male,25 - 45,0,0
8575,LR_8_features,8,6,African-American,Male,25 - 45,0,0
8596,LR_8_features,8,6,African-American,Male,25 - 45,1,0
8627,LR_8_features,8,6,African-American,Male,25 - 45,0,0
8644,LR_8_features,8,6,African-American,Female,25 - 45,0,0
8646,LR_8_features,8,6,Caucasian,Female,Less than 25,0,0
8667,LR_8_features,8,6,African-American,Male,25 - 45,1,1
8675,LR_8_features,8,6,Caucasian,Male,25 - 45,0,0
8746,LR_8_features,8,6,Caucasian,Male,25 - 45,0,0
8756,LR_8_features,8,6,African-American,Male,Less than 25,1,1
8764,LR_8_features,8,6,African-American,Male,25 - 45,0,1
8797,LR_8_features,8,6,African-American,Male,25 - 45,0,0
8802,LR_8_features,8,6,African-American,Female,25 - 45,0,1
8816,LR_8_features,8,6,Caucasian,Male,25 - 45,0,0
8821,LR_8_features,8,6,African-American,Male,Less than 25,1,1
8832,LR_8_features,8,6,African-American,Male,Less than 25,1,1
8861,LR_8_features,8,6,African-American,Male,25 - 45,0,0
8879,LR_8_features,8,6,African-American,Male,Less than 25,0,1
8910,LR_8_features,8,6,African-American,Male,25 - 45,1,0
8933,LR_8_features,8,6,Caucasian,Male,25 - 45,1,1
8969,LR_8_features,8,6,African-American,Male,Less than 25,1,1
8989,LR_8_features,8,6,African-American,Male,Less than 25,1,0
9047,LR_8_features,8,6,Hispanic,Female,25 - 45,0,0
9070,LR_8_features,8,6,Caucasian,Male,Greater than 45,0,0
9106,LR_8_features,8,6,Caucasian,Female,25 - 45,1,0
9136,LR_8_features,8,6,African-American,Male,25 - 45,0,1
9171,LR_8_features,8,6,Hispanic,Male,25 - 45,1,0
9176,LR_8_features,8,6,Caucasian,Male,25 - 45,1,0
9197,LR_8_features,8,6,Other,Male,25 - 45,1,0
9245,LR_8_features,8,6,African-American,Male,25 - 45,0,0
9257,LR_8_features,8,6,African-American,Male,25 - 45,0,0
9273,LR_8_features,8,6,Caucasian,Male,Less than 25,1,1
9276,LR_8_features,8,6,Caucasian,Male,Greater than 45,0,0
9279,LR_8_features,8,6,Caucasian,Female,25 - 45,0,0
9299,LR_8_features,8,6,Other,Male,25 - 45,1,0
9307,LR_8_features,8,6,African-American,Male,Greater than 45,1,1
9327,LR_8_features,8,6,African-American,Male,Less than 25,1,1
9336,LR_8_features,8,6,African-American,Male,25 - 45,0,1
9416,LR_8_features,8,6,African-American,Male,25 - 45,0,1
9436,LR_8_features,8,6,African-American,Male,25 - 45,1,1
9440,LR_8_features,8,6,African-American,Male,Less than 25,0,1
9448,LR_8_features,8,6,Caucasian,Male,Greater than 45,0,0
9462,LR_8_features,8,6,Caucasian,Male,Greater than 45,1,0
9531,LR_8_features,8,6,Hispanic,Male,25 - 45,1,1
9537,LR_8_features,8,6,Hispanic,Male,25 - 45,0,0
9550,LR_8_features,8,6,African-American,Male,Greater than 45,1,1
9567,LR_8_features,8,6,African-American,Female,25 - 45,0,0
9574,LR_8_features,8,6,African-American,Male,25 - 45,0,1
9584,LR_8_features,8,6,African-American,Female,Greater than 45,1,0
9588,LR_8_features,8,6,Caucasian,Male,Greater than 45,0,0
9626,LR_8_features,8,6,African-American,Male,25 - 45,1,1
9634,LR_8_features,8,6,Hispanic,Male,Less than 25,0,1
9635,LR_8_features,8,6,Caucasian,Female,25 - 45,0,0
9644,LR_8_features,8,6,African-American,Male,Less than 25,0,0
9663,LR_8_features,8,6,African-American,Female,25 - 45,0,0
9674,LR_8_features,8,6,Caucasian,Male,Less than 25,1,1
9686,LR_8_features,8,6,African-American,Male,Less than 25,0,0
9687,LR_8_features,8,6,African-American,Male,25 - 45,0,0
9695,LR_8_features,8,6,Caucasian,Male,25 - 45,0,0
9703,LR_8_features,8,6,African-American,Female,25 - 45,1,0
9707,LR_8_features,8,6,Other,Female,25 - 45,1,0
9739,LR_8_features,8,6,African-American,Male,Greater than 45,1,1
9827,LR_8_features,8,6,Caucasian,Male,25 - 45,0,0
9838,LR_8_features,8,6,African-American,Male,Greater than 45,0,0
9843,LR_8_features,8,6,African-American,Male,25 - 45,1,1
9847,LR_8_features,8,6,African-American,Female,Greater than 45,1,0
9919,LR_8_features,8,6,African-American,Male,25 - 45,0,0
9935,LR_8_features,8,6,African-American,Male,Less than 25,1,1
9942,LR_8_features,8,6,Hispanic,Male,Greater than 45,0,0
9951,LR_8_features,8,6,Caucasian,Male,25 - 45,0,1
9953,LR_8_features,8,6,African-American,Male,Less than 25,1,1
9970,LR_8_features,8,6,African-American,Male,25 - 45,1,1
9991,LR_8_features,8,6,Caucasian,Male,Less than 25,0,0
10036,LR_8_features,8,6,African-American,Male,25 - 45,1,1
10062,LR_8_features,8,6,Caucasian,Female,25 - 45,1,0
10069,LR_8_features,8,6,Caucasian,Female,25 - 45,0,0
10092,LR_8_features,8,6,African-American,Male,Greater than 45,1,0
10094,LR_8_features,8,6,Caucasian,Male,Less than 25,0,0
10096,LR_8_features,8,6,Other,Female,Less than 25,0,0
10097,LR_8_features,8,6,African-American,Male,25 - 45,1,1
10112,LR_8_features,8,6,African-American,Male,25 - 45,1,1
10121,LR_8_features,8,6,African-American,Male,25 - 45,1,1
10131,LR_8_features,8,6,African-American,Male,Less than 25,0,1
10132,LR_8_features,8,6,Caucasian,Male,25 - 45,1,0
10145,LR_8_features,8,6,Hispanic,Female,25 - 45,0,0
10148,LR_8_features,8,6,African-American,Male,25 - 45,1,1
10159,LR_8_features,8,6,Caucasian,Male,Greater than 45,0,0
10178,LR_8_features,8,6,Caucasian,Male,Greater than 45,0,0
10195,LR_8_features,8,6,Other,Male,25 - 45,0,0
10216,LR_8_features,8,6,African-American,Female,25 - 45,0,0
10241,LR_8_features,8,6,African-American,Male,25 - 45,1,1
10251,LR_8_features,8,6,Caucasian,Male,25 - 45,0,0
10252,LR_8_features,8,6,African-American,Male,Less than 25,0,0
10254,LR_8_features,8,6,African-American,Male,25 - 45,0,1
10262,LR_8_features,8,6,Other,Male,25 - 45,0,0
