sex,age,juv_fel_count,juv_misd_count,priors_count,c_charge_degree,c_charge_desc,two_year_recid
0,47,0,0,0,1,279,1
0,52,0,0,8,0,363,0
1,26,0,1,5,0,305,1
1,45,0,0,13,0,146,1
1,41,0,0,8,0,118,1
1,24,0,0,0,1,35,0
1,21,0,1,1,0,292,0
1,54,0,0,0,1,35,0
1,49,0,0,0,0,154,0
1,42,0,0,1,0,363,0
1,21,0,0,1,0,267,1
1,46,0,0,5,0,37,1
1,74,0,0,0,1,84,0
0,39,0,0,1,0,363,0
0,38,0,0,0,0,363,0
1,19,1,0,1,0,363,1
1,28,0,0,0,0,56,1
1,25,0,0,1,0,151,1
1,53,0,0,1,1,88,0
1,23,0,1,2,0,56,0
1,55,0,0,33,0,147,1
0,64,0,0,1,0,363,0
1,23,0,0,1,1,35,1
1,23,0,0,4,0,266,1
1,34,0,0,0,0,42,0
1,26,0,0,1,1,76,0
1,44,0,0,4,0,118,0
0,27,0,0,0,0,5,0
1,28,0,0,14,0,206,0
1,55,0,0,1,1,88,0
1,36,0,0,15,0,363,0
1,23,0,0,1,0,363,0
1,56,0,0,1,1,117,0
1,27,0,0,2,0,251,1
1,37,0,0,1,1,35,0
1,32,0,0,1,0,174,1
1,41,2,0,18,1,344,1
1,22,0,0,1,0,41,1
1,37,0,0,1,0,267,1
1,45,0,0,3,1,357,0
0,31,0,0,14,0,9,0
1,42,0,0,7,0,142,1
1,26,0,2,20,0,154,1
1,33,0,0,0,0,101,1
1,22,0,0,0,1,87,1
0,36,0,0,1,1,35,0
1,54,0,0,0,1,279,0
1,25,0,1,5,0,363,1
1,24,0,0,3,0,158,1
1,61,0,0,0,1,35,0
0,42,0,0,0,1,117,0
1,28,0,0,1,1,88,1
1,27,0,0,1,1,239,0
1,24,0,0,2,1,35,0
1,32,0,0,16,0,118,1
1,38,0,0,0,0,142,0
1,21,0,1,1,1,341,0
1,27,0,0,1,0,247,1
1,39,0,0,0,0,267,0
1,29,0,0,0,0,353,0
1,29,0,0,1,0,267,0
1,36,0,0,1,0,251,1
1,46,0,0,0,0,206,1
1,44,1,0,7,0,230,0
1,27,0,0,0,1,316,0
1,27,0,0,8,0,142,1
1,61,0,0,0,1,35,0
1,47,0,0,0,1,35,1
1,27,0,0,1,1,35,0
1,28,0,0,0,0,158,1
0,31,0,0,1,1,35,1
1,26,0,0,9,1,360,1
1,53,0,0,2,0,363,1
1,26,0,0,1,0,363,1
1,25,0,0,2,0,363,0
0,21,0,3,4,1,363,1
1,23,0,0,1,1,171,0
0,45,0,0,2,0,134,0
1,27,0,0,2,1,35,1
0,26,0,0,0,1,35,0
1,21,0,0,0,0,363,1
0,62,0,0,0,1,182,0
1,48,0,0,0,0,267,0
1,53,0,0,1,1,93,0
1,62,0,0,3,1,88,1
1,28,1,1,5,0,8,0
1,56,0,0,1,0,150,0
1,22,1,0,2,0,353,1
1,26,0,0,5,0,6,1
1,35,0,0,4,1,116,0
1,22,0,0,1,0,158,1
0,37,1,0,7,0,109,0
0,32,0,0,0,0,351,0
0,33,0,0,3,0,10,1
1,53,0,0,0,1,35,0
1,32,0,0,0,1,35,0
1,26,0,0,0,1,76,0
1,61,0,0,0,1,87,0
1,21,0,0,0,1,35,0
1,69,0,0,22,1,23,0
1,26,0,0,0,1,117,0
1,30,0,0,9,0,231,1
1,21,0,0,1,0,363,0
1,41,0,0,0,1,88,0
1,45,0,0,0,0,118,1
1,31,0,1,10,0,118,1
1,22,0,0,0,0,18,0
0,54,0,0,0,0,2,1
1,50,0,0,2,1,35,1
0,21,0,0,0,0,105,1
1,30,0,0,0,0,132,1
1,30,0,0,11,0,363,1
1,26,0,0,5,1,182,0
0,59,0,0,0,1,35,0
1,29,0,0,13,0,118,1
1,30,0,0,13,0,223,1
1,25,0,0,5,1,35,1
1,22,0,0,0,0,58,0
1,41,0,0,8,0,118,1
0,37,0,0,13,0,146,0
1,22,0,0,0,0,49,1
1,19,0,0,0,0,206,1
1,45,0,0,2,1,363,0
0,33,0,0,5,0,267,1
1,52,0,0,7,0,147,0
0,21,0,0,0,0,251,0
1,43,0,0,6,1,363,1
1,33,0,0,3,0,363,0
1,26,1,0,3,0,143,1
1,37,0,0,0,1,35,0
1,38,0,0,1,0,287,1
1,27,0,0,1,0,146,1
1,21,1,0,1,0,363,0
1,38,0,0,3,0,267,1
1,37,0,0,0,1,88,0
1,44,0,0,0,0,350,0
1,30,0,0,0,0,266,0
1,49,0,0,1,0,287,0
1,67,0,0,0,1,89,0
1,59,0,0,14,0,267,1
1,21,1,0,1,0,363,1
1,31,0,0,6,1,88,0
0,50,0,0,2,0,267,1
1,30,0,0,7,0,118,0
1,28,0,0,1,1,23,0
1,48,0,0,7,0,267,1
1,55,0,0,0,1,89,0
1,42,0,0,0,1,35,0
1,34,0,0,0,1,35,1
1,43,0,0,4,1,357,1
1,44,0,0,0,0,7,0
1,25,0,0,2,0,62,1
0,32,0,0,0,1,35,1
1,24,0,0,1,0,294,1
1,34,0,0,0,0,363,1
1,48,0,0,2,0,158,1
1,41,0,0,1,0,156,0
1,26,0,0,12,1,35,1
1,42,0,0,0,0,163,1
1,29,0,0,0,1,288,0
1,26,0,0,0,1,35,0
0,27,0,0,1,0,363,0
1,35,0,0,4,1,35,0
1,54,0,0,1,0,158,0
1,20,0,0,0,0,52,0
1,27,0,0,0,0,363,0
1,21,0,0,1,0,56,0
1,27,0,1,7,1,35,1
1,34,1,0,11,0,363,1
1,54,0,0,0,1,205,0
1,39,0,0,1,0,363,0
0,33,0,0,0,1,316,0
0,35,0,0,0,1,35,0
1,53,0,0,0,1,35,0
1,28,0,0,2,1,122,0
1,26,0,0,0,0,158,0
1,31,0,1,3,0,142,0
1,24,0,0,3,1,35,1
1,45,0,0,19,0,147,1
1,28,0,0,1,0,268,0
0,45,0,0,1,0,260,1
1,33,0,0,3,0,363,1
1,23,0,0,4,0,223,1
1,36,0,0,6,0,79,0
1,22,0,0,0,0,206,0
1,28,0,0,2,0,158,1
1,37,0,0,3,1,35,0
0,52,0,0,0,1,117,0
1,26,0,0,0,0,14,0
1,28,0,0,4,0,259,1
0,33,0,0,2,0,363,0
1,23,0,0,3,0,363,1
1,31,0,0,3,1,117,1
0,55,0,0,0,1,117,0
1,24,0,0,3,0,319,1
1,37,0,0,2,1,116,0
1,41,0,0,0,0,13,0
1,26,0,0,0,1,117,0
1,41,0,0,13,0,14,0
1,33,0,0,6,0,206,0
1,23,0,0,0,0,158,0
1,27,0,0,1,0,363,0
1,24,0,0,0,0,317,1
1,30,0,1,10,0,363,0
1,55,0,0,1,0,267,0
1,26,0,0,13,1,35,1
1,35,0,0,0,0,14,0
1,20,0,0,1,1,281,0
1,24,0,0,3,1,112,1
1,31,0,2,8,1,35,1
1,55,0,0,0,0,206,1
1,33,0,0,7,0,191,1
1,44,0,0,6,0,363,1
1,41,0,0,25,0,267,1
1,56,0,0,9,1,363,0
1,21,0,0,1,0,56,0
0,48,0,0,1,1,87,0
1,56,0,0,7,0,143,1
1,39,0,0,2,1,35,0
0,25,0,0,0,0,0,0
0,28,0,0,3,0,14,0
1,30,0,0,0,0,275,1
0,19,0,0,0,1,122,1
1,20,0,0,0,1,35,1
1,57,0,0,0,0,5,0
1,51,0,0,8,1,205,1
1,27,0,0,5,0,260,1
1,26,0,0,0,0,326,0
1,23,0,0,3,1,204,1
1,35,0,1,14,1,35,1
1,37,0,0,5,0,267,0
1,48,0,0,0,0,142,0
1,21,0,0,0,0,56,0
1,52,0,0,1,1,363,0
1,22,0,0,0,0,267,1
1,41,0,0,1,0,49,1
0,25,0,0,1,1,35,1
1,54,0,0,0,1,35,1
1,25,4,0,13,0,363,1
0,40,0,0,4,0,267,0
1,22,0,0,0,0,27,0
1,50,0,0,10,0,150,0
1,35,0,0,2,1,35,0
1,28,0,0,7,0,141,1
1,21,0,0,0,0,62,0
1,27,0,0,0,0,49,0
1,22,0,0,0,0,10,1
1,32,0,0,0,0,260,0
1,59,0,0,0,0,158,0
1,59,0,0,0,0,251,0
0,44,0,0,1,0,41,1
1,26,0,1,9,1,288,1
1,30,0,1,9,0,118,1
1,25,0,1,3,1,316,1
0,31,0,0,0,1,35,1
0,32,0,0,0,0,49,0
1,37,0,0,22,0,363,1
1,22,1,0,2,0,363,0
1,38,0,0,8,1,344,1
1,34,0,0,2,0,363,0
1,30,0,1,7,0,363,0
0,38,0,0,0,0,287,1
1,36,0,0,10,0,230,1
1,35,0,0,2,0,38,1
1,35,0,0,0,0,319,0
0,30,0,0,9,0,147,1
1,34,0,0,16,0,151,1
1,31,0,0,3,0,271,1
1,31,0,1,4,0,363,1
1,22,0,1,2,0,251,1
1,36,0,0,5,1,35,1
1,39,0,0,2,1,116,0
1,51,0,0,9,0,267,1
1,35,0,0,7,0,146,1
1,37,0,0,0,1,69,0
1,25,0,0,3,1,200,0
0,27,0,0,0,0,158,0
1,47,0,0,2,1,35,0
1,46,0,0,12,1,206,0
1,27,0,0,0,0,206,0
1,34,0,0,0,0,143,1
1,25,0,0,0,1,88,0
1,26,0,1,5,1,363,0
1,25,0,0,1,0,267,1
1,60,0,0,9,0,267,0
1,30,0,0,12,0,118,1
1,21,0,0,0,0,158,0
1,25,0,0,4,0,267,1
1,21,0,0,0,0,142,1
1,29,0,0,4,1,35,0
1,51,0,0,2,0,2,0
1,29,0,0,1,1,316,0
1,20,0,0,0,0,20,1
1,53,0,0,1,0,176,0
1,25,0,0,5,0,105,0
1,22,0,1,3,0,363,1
1,21,0,0,1,0,233,0
1,21,0,0,1,0,62,1
1,27,2,0,6,1,116,1
1,28,0,1,14,1,288,1
1,49,0,0,6,1,35,1
1,52,0,0,7,0,235,1
1,25,0,0,1,1,316,0
1,56,0,0,2,0,148,0
1,34,0,0,22,0,118,0
1,23,0,0,1,1,363,1
1,22,0,0,0,0,251,0
1,23,0,0,0,0,158,1
1,30,0,0,4,1,316,0
1,42,0,0,1,1,357,1
1,50,0,0,24,1,316,1
1,37,0,0,0,0,267,0
1,23,0,0,1,0,266,0
1,41,0,0,0,0,2,0
1,50,1,0,5,0,267,0
1,26,0,0,2,0,154,1
1,23,0,0,2,0,236,1
1,55,0,0,1,0,363,1
1,24,0,0,0,0,158,1
1,33,0,1,5,1,35,1
1,23,0,0,0,0,206,0
1,37,0,0,1,1,116,1
1,51,0,0,0,1,35,0
0,35,0,0,3,1,35,1
1,29,0,0,2,0,167,0
1,57,0,0,0,1,281,0
1,20,0,1,1,1,35,1
1,23,0,0,3,0,363,1
1,36,0,0,9,1,363,1
1,55,0,0,1,1,171,0
1,53,0,0,18,1,344,1
1,21,0,0,1,0,206,1
1,27,0,0,3,1,35,1
1,28,0,1,6,0,158,1
1,26,0,0,1,0,363,1
1,25,0,0,1,0,236,0
1,66,0,0,0,0,158,0
1,28,0,0,3,1,62,0
1,24,0,0,0,1,239,0
1,60,0,0,18,1,117,1
1,37,0,0,2,0,118,1
1,73,0,0,0,1,35,0
1,44,0,0,0,0,363,0
1,40,0,0,6,0,267,0
1,56,0,0,0,1,35,1
1,42,0,0,3,0,267,0
1,50,0,0,1,0,363,0
1,34,0,0,0,1,35,0
1,47,0,0,1,1,35,1
1,58,0,0,3,0,143,0
1,48,0,0,3,0,271,0
0,20,0,0,0,0,158,0
0,53,0,0,10,0,11,1
1,29,0,0,0,0,118,0
0,43,0,0,0,1,154,0
1,53,0,0,1,1,35,1
1,22,0,0,0,1,244,0
1,26,0,0,9,1,239,1
1,23,0,0,4,0,210,1
1,71,0,0,1,1,88,0
0,61,0,0,0,1,112,0
0,22,0,0,2,1,239,0
0,54,0,0,1,1,288,0
1,24,0,2,6,0,363,0
0,28,0,0,0,0,5,0
0,25,0,0,2,0,119,0
0,22,0,0,1,0,189,0
1,24,0,0,2,0,287,1
1,35,0,0,0,0,320,0
1,21,0,0,0,0,17,0
1,49,0,0,1,1,143,0
1,26,0,0,6,0,17,1
1,30,0,1,7,0,49,1
1,30,0,0,5,0,13,1
1,64,0,0,8,0,118,0
0,45,0,1,7,0,363,1
1,37,0,0,3,1,35,0
0,34,0,0,1,0,191,1
1,58,0,0,0,1,356,0
1,27,0,0,0,0,347,0
1,30,0,0,0,1,87,1
1,25,0,0,0,1,88,0
1,60,0,0,19,0,267,1
1,56,0,0,24,0,147,0
1,33,0,0,2,1,35,0
1,25,0,1,9,0,52,1
1,32,0,0,6,0,158,1
1,24,0,0,3,0,74,1
1,23,0,1,2,0,363,1
1,25,0,0,1,0,270,1
0,20,0,0,0,0,158,0
1,32,0,0,9,0,56,0
0,49,0,0,0,0,11,0
1,22,0,0,1,0,158,0
1,24,0,0,0,0,247,0
1,26,0,0,10,0,118,1
1,29,0,0,1,1,35,1
1,22,0,0,0,0,206,0
0,26,0,0,3,0,11,0
1,21,0,0,0,0,56,1
1,54,0,0,2,1,35,0
1,59,0,0,1,0,267,0
1,22,0,0,0,0,353,1
1,64,0,0,20,0,118,0
1,45,0,0,1,1,117,1
0,22,0,0,0,0,158,0
1,24,0,0,5,0,146,1
0,30,0,0,3,0,146,1
0,27,0,0,0,0,364,0
1,20,0,0,0,0,158,0
1,28,0,0,5,0,363,1
1,23,0,0,3,0,363,1
0,32,0,0,0,1,35,0
0,44,0,0,1,0,158,0
1,41,0,0,8,0,142,0
1,30,0,0,3,0,188,0
1,27,0,0,2,1,35,1
1,32,0,0,0,0,267,1
1,40,0,1,24,1,35,1
0,33,0,0,3,1,35,0
1,33,0,0,0,0,287,0
1,28,0,0,9,1,35,0
0,25,0,0,0,0,11,1
0,30,0,0,1,1,117,0
0,47,0,0,0,1,113,0
1,24,0,0,0,0,158,1
1,31,0,0,9,0,363,1
1,52,0,0,0,0,190,1
1,25,0,0,5,0,217,1
0,46,0,0,7,1,35,0
1,62,0,0,3,1,35,0
1,36,0,0,0,1,35,1
1,24,0,0,2,0,328,1
1,25,0,2,9,0,363,0
1,21,0,0,0,1,35,1
1,29,0,0,5,0,266,1
1,52,0,0,0,1,35,1
1,29,0,0,5,0,247,0
1,59,0,0,13,0,147,1
1,39,0,0,2,0,266,0
1,20,0,1,1,0,49,1
1,50,0,0,0,1,88,0
1,27,0,0,7,0,55,1
1,27,0,0,0,1,35,0
1,31,0,0,4,0,147,1
0,24,0,0,2,1,343,0
1,24,0,0,4,0,154,1
1,30,0,0,0,1,239,1
1,41,0,0,0,0,267,0
1,32,0,0,2,0,267,1
1,69,0,0,0,1,89,1
1,25,0,0,1,0,267,0
1,55,0,0,0,1,35,1
1,28,1,0,7,0,158,1
1,27,0,0,0,1,87,1
0,20,0,0,1,0,41,1
1,36,0,0,2,0,118,1
1,25,0,1,10,0,105,1
0,35,0,0,1,1,35,0
1,32,0,1,12,1,35,1
1,21,0,0,1,1,76,0
1,41,0,0,1,0,363,0
1,38,0,0,0,0,118,0
1,21,0,0,1,0,320,1
1,35,0,0,2,1,358,1
1,34,0,0,5,1,35,0
1,52,0,0,0,1,35,0
1,21,0,0,0,0,363,0
1,43,0,0,8,1,35,0
0,32,0,0,0,0,158,0
1,49,0,0,5,0,292,1
0,21,0,0,0,1,35,0
1,28,0,0,5,0,73,1
0,65,0,0,1,0,167,0
0,27,0,0,0,1,35,0
1,48,0,0,20,0,267,1
1,20,0,0,0,1,35,1
1,63,0,0,6,0,363,0
1,40,0,0,0,1,117,0
1,21,0,0,1,0,158,1
1,27,0,0,1,1,35,0
1,35,0,0,0,1,35,1
0,50,0,0,0,1,35,0
1,47,0,0,0,1,35,0
1,44,0,0,2,1,35,0
1,23,0,0,0,1,35,0
1,54,0,0,10,0,267,0
1,38,0,0,17,0,147,0
1,44,0,0,2,0,147,1
1,52,0,0,3,1,288,1
0,52,0,0,0,0,147,1
1,21,0,0,0,1,281,1
0,30,0,0,9,0,363,1
1,56,0,0,6,0,267,0
1,35,0,0,12,0,275,1
1,39,0,0,1,0,51,0
1,29,0,0,0,1,35,0
1,23,0,0,2,0,158,1
1,26,0,0,0,1,77,0
0,64,0,0,1,1,288,1
1,20,0,0,1,0,159,1
1,21,0,0,0,0,158,1
1,21,0,0,0,0,56,0
1,23,0,0,0,0,158,0
1,46,0,0,3,0,363,0
1,25,0,13,21,0,118,1
0,30,0,0,0,1,35,0
1,47,0,0,1,0,158,0
1,30,0,0,4,0,350,0
1,47,0,0,1,0,267,0
1,39,0,0,1,0,267,1
1,24,0,0,1,0,251,0
1,45,0,0,3,0,8,0
1,26,0,0,2,0,158,1
1,39,0,0,3,0,267,0
1,40,0,0,1,0,158,0
1,24,0,0,0,0,266,0
1,23,0,0,1,0,267,0
1,61,0,0,0,1,117,0
1,42,0,0,3,0,311,1
1,38,0,0,3,0,142,1
1,67,0,0,0,0,158,1
1,23,0,0,2,0,10,0
1,31,0,0,1,0,259,1
1,40,1,0,15,0,363,0
1,44,0,0,0,0,363,0
1,37,0,0,10,0,174,1
0,22,0,1,3,1,205,0
1,31,0,0,6,1,35,1
1,28,0,0,9,0,63,1
1,33,0,0,9,0,262,0
0,30,0,3,10,0,267,1
1,35,0,0,0,0,236,1
1,57,0,0,23,0,363,1
0,39,0,0,8,0,223,1
1,65,0,0,3,0,56,0
0,22,0,0,0,1,35,0
0,35,0,0,2,0,363,0
1,29,0,1,2,1,35,1
1,62,0,0,13,0,289,1
1,22,0,0,0,1,220,1
0,56,0,0,1,0,267,0
1,25,0,0,2,0,363,0
1,33,0,0,10,1,35,0
1,25,0,0,2,0,158,0
0,27,0,0,3,0,292,0
1,37,0,0,1,0,147,0
1,41,0,0,2,1,363,0
1,35,0,0,5,0,41,0
1,55,0,0,0,1,35,0
1,26,0,0,2,0,49,1
1,35,0,0,7,0,363,0
1,50,0,0,3,1,284,1
1,25,0,0,3,0,267,1
0,65,0,0,1,1,182,1
0,31,0,0,0,0,146,1
0,24,0,0,0,1,35,0
1,34,0,0,6,0,363,1
0,30,0,1,4,0,267,0
1,30,0,0,14,0,363,1
1,24,0,0,1,1,76,0
1,51,0,0,3,0,165,1
0,28,0,0,3,0,158,0
0,27,0,0,4,0,115,1
1,22,0,0,2,0,267,1
1,29,0,0,2,0,325,1
1,31,0,0,0,0,105,0
1,31,0,0,0,1,355,0
0,32,0,0,3,0,363,0
1,27,0,0,1,0,55,1
1,29,0,0,6,0,271,1
1,59,0,0,3,0,363,0
1,24,0,0,1,1,35,1
1,33,0,0,0,0,49,0
1,28,0,0,9,0,363,1
1,24,1,0,9,1,363,1
1,31,2,1,16,0,158,1
1,24,0,0,0,0,250,0
1,23,0,1,7,0,62,1
1,62,0,0,0,0,73,0
0,25,0,0,4,0,363,1
1,49,0,0,1,1,23,0
1,50,0,0,0,0,142,1
1,47,0,0,3,0,223,1
1,37,0,0,14,0,118,0
1,26,0,0,0,1,35,0
1,28,0,2,21,0,118,0
0,26,0,0,3,0,206,1
1,20,0,1,1,0,154,1
1,34,0,0,9,0,206,1
1,46,1,0,9,0,158,1
1,21,0,0,0,0,158,1
0,27,0,0,2,0,363,1
1,21,0,1,3,1,35,1
1,29,0,0,1,0,259,0
1,46,0,0,4,0,236,0
1,24,0,0,0,0,206,0
1,57,0,0,8,1,87,1
1,33,0,0,4,0,146,1
1,23,0,1,4,0,339,1
1,29,0,0,5,0,267,0
1,22,0,0,0,1,35,1
0,33,0,0,1,1,35,1
1,40,0,0,3,0,150,1
1,32,0,3,10,0,303,1
1,24,0,0,1,1,35,0
1,32,0,0,1,0,363,0
1,19,0,1,2,0,158,1
1,23,0,0,6,0,353,1
1,39,6,1,17,0,267,1
1,25,0,0,1,0,363,0
1,42,0,0,6,0,143,1
1,29,0,0,1,1,116,0
1,38,0,0,2,1,35,0
1,32,0,2,10,0,78,1
1,23,0,0,4,1,35,1
1,58,0,0,10,0,267,1
1,42,0,0,9,0,266,1
1,26,0,0,1,0,154,1
1,27,0,0,1,0,94,0
1,33,0,0,1,0,363,0
1,33,0,0,2,0,158,1
1,23,0,0,0,1,35,1
1,25,0,1,4,0,363,1
1,32,0,0,0,0,132,1
0,29,0,0,0,1,35,0
1,38,0,0,19,0,363,1
1,29,0,0,0,1,219,0
1,27,0,0,6,0,247,1
1,25,0,0,0,1,113,1
0,31,0,0,2,0,363,1
1,30,0,0,8,0,363,1
1,41,0,0,0,0,158,0
1,59,0,0,8,0,267,0
1,21,0,0,1,1,35,1
1,27,0,0,6,0,147,1
1,30,0,0,0,0,142,0
1,43,0,0,4,0,353,0
0,24,0,0,2,0,195,0
1,45,0,0,13,1,356,1
1,23,0,0,0,0,132,1
0,40,0,0,5,0,158,0
0,23,0,0,0,0,147,0
1,39,0,0,3,0,363,0
0,26,0,0,5,0,5,1
0,26,0,0,0,1,117,0
1,21,0,0,0,1,35,0
1,30,0,1,3,0,321,0
1,44,0,0,0,0,154,0
1,21,0,0,1,0,50,1
1,23,0,0,0,1,179,0
0,49,0,0,1,0,146,0
1,23,0,0,3,0,158,1
1,24,0,0,1,0,267,1
0,21,0,0,1,0,363,1
0,37,0,0,7,0,136,1
1,28,0,0,2,0,363,1
0,24,0,0,2,0,146,1
1,31,0,0,0,0,267,0
1,24,1,0,2,1,279,1
1,25,0,0,1,0,363,0
1,33,0,0,1,1,35,1
1,26,1,3,24,1,288,1
1,27,0,0,1,0,363,0
1,46,0,0,0,0,267,0
0,38,0,0,1,1,35,1
0,24,0,0,0,1,122,0
0,38,0,0,0,1,358,0
1,27,0,0,7,0,49,1
1,48,0,0,6,0,363,0
0,31,0,0,2,0,267,1
1,28,0,0,5,1,35,1
1,25,0,0,6,1,204,1
1,55,0,0,0,1,35,0
1,40,0,0,5,0,363,1
1,21,0,0,0,0,49,1
1,28,0,1,10,0,363,1
1,20,0,1,2,0,267,1
1,31,5,0,10,0,363,1
0,57,0,0,0,1,288,0
1,25,0,0,0,1,35,0
1,22,0,4,7,0,363,1
1,31,0,0,3,0,51,1
1,43,0,0,7,0,363,0
0,25,0,0,0,1,117,0
1,40,0,0,1,0,146,0
1,20,0,0,0,0,55,1
1,35,0,0,2,1,239,0
1,34,0,0,1,1,363,1
1,27,0,0,18,0,147,1
0,38,0,0,3,0,118,1
1,21,0,0,0,0,266,1
1,25,0,0,0,1,35,1
1,53,0,0,6,1,204,1
0,50,0,0,4,0,5,0
0,23,0,0,1,1,35,0
1,27,0,0,0,1,316,1
1,29,0,0,5,0,266,1
1,38,0,0,1,1,35,0
0,54,0,0,2,0,363,0
1,26,0,0,1,0,363,1
1,37,1,8,23,0,105,1
1,36,0,2,25,1,35,1
1,28,0,0,18,0,103,1
1,49,0,0,1,1,363,0
1,36,0,0,11,0,118,0
0,41,0,0,0,0,14,0
1,40,1,0,9,0,363,0
1,21,1,0,7,0,150,1
1,33,0,0,0,0,271,0
1,26,0,0,7,0,211,0
0,27,0,0,0,1,35,1
1,35,0,0,1,0,206,0
1,27,0,0,3,1,316,0
0,31,0,0,3,0,363,0
1,36,1,0,26,0,211,1
1,50,0,0,1,0,5,0
1,52,0,0,1,0,363,0
1,24,0,0,1,1,35,0
1,38,0,0,0,0,5,0
1,54,0,0,11,0,363,0
1,71,0,0,13,0,146,0
1,27,0,4,9,0,224,1
0,39,0,0,1,0,267,0
0,36,0,0,5,0,41,1
1,55,0,0,0,0,158,0
1,27,0,0,0,0,158,0
1,23,0,0,2,0,62,1
1,20,1,0,1,0,363,1
0,31,0,2,10,0,353,0
1,24,0,0,8,0,363,0
0,37,0,0,2,0,320,1
1,26,0,0,0,0,266,0
1,29,0,0,0,0,158,0
1,41,0,0,4,1,35,1
1,37,0,0,0,0,142,1
1,46,0,0,2,0,310,0
0,56,0,0,10,0,267,1
1,23,0,0,0,0,158,1
0,23,0,0,1,0,223,1
1,25,0,0,0,0,233,1
1,24,0,0,1,0,211,1
1,24,0,0,2,0,49,1
1,23,0,0,0,0,56,1
1,43,0,0,2,0,212,0
0,53,0,0,0,1,88,0
1,24,0,0,1,0,207,1
1,28,0,0,0,0,198,0
1,21,0,0,1,0,158,0
1,33,0,0,3,0,218,1
0,35,0,0,1,0,363,0
1,55,0,0,3,1,356,0
1,28,0,0,0,1,35,0
1,44,0,0,0,1,35,1
1,19,2,1,3,0,62,1
1,24,0,0,3,0,215,1
1,50,0,0,2,0,267,0
1,31,0,0,0,1,35,0
0,28,0,0,0,0,267,1
1,42,0,0,0,0,10,0
1,21,0,0,0,1,10,1
1,21,0,0,0,0,236,1
1,31,0,0,3,0,317,1
1,27,0,0,0,0,118,1
1,28,0,0,7,0,363,1
1,67,0,0,0,1,35,0
0,32,0,0,11,0,118,0
1,44,0,0,7,0,363,0
1,25,0,0,1,0,363,1
0,30,0,0,15,1,35,1
1,28,0,1,9,1,116,0
1,27,0,0,0,0,363,1
0,25,0,0,0,1,279,0
1,31,0,0,5,0,118,1
1,30,0,0,0,1,88,1
1,33,0,0,4,0,363,0
1,26,0,0,1,1,116,1
0,22,0,0,2,1,158,1
1,50,0,0,0,0,62,0
1,58,0,0,1,0,10,1
1,34,0,0,3,1,35,1
1,32,0,0,1,0,206,1
1,29,0,0,0,1,88,1
1,27,0,0,0,1,35,0
1,39,0,0,5,0,56,0
1,24,0,0,0,0,41,0
1,38,1,0,8,1,112,0
1,52,0,0,7,0,287,0
1,56,0,0,3,1,35,1
1,46,0,0,7,0,154,1
1,38,0,0,5,0,34,1
1,47,0,0,3,1,204,0
1,32,0,0,0,0,52,0
1,34,0,1,27,1,35,0
1,42,0,0,5,0,143,0
0,35,0,0,0,1,42,1
1,20,0,0,0,0,158,1
0,32,0,0,2,0,267,1
1,21,0,0,0,1,239,0
1,24,0,0,0,1,117,1
1,24,0,0,1,1,281,1
1,26,0,0,0,1,239,1
1,52,0,0,8,0,363,0
1,27,0,0,1,1,35,0
0,27,0,0,0,1,35,0
1,56,0,0,0,0,289,0
1,52,0,0,16,0,270,1
1,37,0,0,3,0,20,1
1,45,0,0,0,1,164,0
0,36,0,0,3,0,363,1
0,29,0,0,0,0,158,0
1,27,0,1,11,0,143,0
1,28,1,0,11,0,267,1
1,38,0,0,4,1,316,0
0,19,0,0,1,0,56,1
0,37,0,0,1,0,260,0
1,34,0,0,0,1,35,1
1,37,0,0,7,0,147,1
1,21,0,0,1,0,282,0
1,21,0,0,0,0,292,1
0,38,0,0,3,0,363,0
1,47,0,0,1,1,35,0
1,56,0,0,3,0,42,0
1,23,0,0,0,1,117,0
1,57,0,0,0,0,142,0
1,25,0,1,9,0,363,0
0,23,0,0,2,0,41,1
1,32,0,0,8,0,363,1
0,36,0,0,2,1,358,0
1,41,0,0,5,1,116,0
1,21,0,0,1,0,363,1
1,31,0,0,2,1,316,0
1,37,0,0,0,1,35,0
1,27,0,0,0,0,158,0
1,22,0,0,2,0,251,1
1,59,0,0,2,0,260,0
0,33,0,0,0,0,267,1
0,43,0,0,2,0,267,0
1,25,0,0,5,0,287,1
1,23,0,0,3,0,56,1
0,43,0,0,3,1,355,1
1,56,0,0,9,1,35,1
0,20,0,0,1,0,147,1
1,50,0,0,2,1,291,1
0,54,0,0,1,1,117,0
1,20,0,0,1,0,154,1
0,36,0,0,3,0,223,1
1,56,0,0,0,1,337,0
1,25,1,0,2,0,267,0
0,42,0,0,1,0,128,1
1,48,0,0,4,0,158,0
1,34,1,0,21,1,35,1
1,28,0,0,0,0,327,0
1,32,0,0,1,0,55,0
0,31,0,0,2,0,154,0
0,24,0,0,4,0,267,1
0,25,0,0,0,0,271,1
0,32,0,0,4,0,287,0
1,37,0,0,20,0,118,1
1,24,0,0,1,0,41,1
1,48,0,0,0,1,142,0
1,35,0,0,1,0,267,0
1,21,0,0,1,0,30,1
0,21,0,0,0,0,158,1
0,27,0,0,0,0,158,1
1,22,0,0,0,0,27,0
1,28,0,0,4,0,206,0
1,26,0,0,0,1,201,0
1,34,0,0,0,0,275,0
1,22,0,0,3,0,1,0
1,44,0,0,5,0,363,0
