entity_id,race,sex,age_cat,label_value
5811,African-American,Male,Less than 25,1
5812,African-American,Male,Greater than 45,0
5813,African-American,Male,25 - 45,1
5814,Caucasian,Male,25 - 45,1
5816,African-American,Male,25 - 45,1
5817,Caucasian,Male,25 - 45,1
5818,African-American,Male,Less than 25,0
5820,Caucasian,Male,Less than 25,1
5821,Caucasian,Male,25 - 45,0
5824,African-American,Female,25 - 45,0
5825,African-American,Male,Less than 25,1
5826,Caucasian,Male,Greater than 45,0
5827,African-American,Male,Less than 25,1
5828,African-American,Male,25 - 45,1
5831,African-American,Male,Less than 25,0
5832,Caucasian,Male,Greater than 45,0
5833,Caucasian,Male,Greater than 45,0
5836,African-American,Male,Less than 25,1
5837,Caucasian,Female,25 - 45,0
5838,Caucasian,Male,25 - 45,1
5842,African-American,Male,25 - 45,1
5846,Hispanic,Male,25 - 45,0
5849,African-American,Male,25 - 45,0
5850,Caucasian,Female,25 - 45,1
5851,Caucasian,Male,25 - 45,1
5852,African-American,Female,Greater than 45,0
5853,African-American,Male,25 - 45,1
5854,African-American,Male,25 - 45,0
5856,African-American,Male,25 - 45,1
5857,African-American,Male,Less than 25,0
5858,Caucasian,Male,25 - 45,0
5863,African-American,Male,Greater than 45,1
5864,Hispanic,Male,25 - 45,1
5865,African-American,Male,25 - 45,1
5867,Other,Male,25 - 45,0
5869,Caucasian,Male,25 - 45,0
5871,Caucasian,Male,Greater than 45,0
5873,African-American,Male,25 - 45,1
5875,African-American,Male,Less than 25,1
5877,African-American,Male,25 - 45,0
5878,Other,Female,25 - 45,1
5880,African-American,Male,25 - 45,0
5881,African-American,Male,25 - 45,0
5882,African-American,Male,25 - 45,1
5883,Caucasian,Female,25 - 45,1
5885,Caucasian,Male,Greater than 45,1
5886,Caucasian,Male,Greater than 45,0
5887,African-American,Male,Less than 25,1
5889,African-American,Female,Greater than 45,1
5890,African-American,Male,25 - 45,1
5891,Caucasian,Male,25 - 45,0
5892,African-American,Female,Less than 25,1
5895,Caucasian,Male,Less than 25,0
5898,Caucasian,Male,Less than 25,0
5899,African-American,Male,25 - 45,0
5902,African-American,Male,Less than 25,1
5904,African-American,Male,25 - 45,1
5905,Caucasian,Male,Greater than 45,1
5906,African-American,Female,25 - 45,0
5907,African-American,Male,25 - 45,0
5914,African-American,Male,25 - 45,0
5915,Caucasian,Male,Less than 25,1
5916,African-American,Male,25 - 45,1
5917,African-American,Male,25 - 45,1
5921,Caucasian,Male,Greater than 45,1
5923,Caucasian,Male,25 - 45,0
5926,African-American,Male,Greater than 45,0
5928,Caucasian,Male,Greater than 45,0
5929,Caucasian,Male,25 - 45,1
5930,Caucasian,Female,25 - 45,1
5931,Caucasian,Female,25 - 45,0
5934,African-American,Male,25 - 45,1
5935,African-American,Male,Less than 25,1
5937,African-American,Male,25 - 45,1
5938,African-American,Male,25 - 45,1
5939,Caucasian,Male,Greater than 45,0
5942,Caucasian,Male,25 - 45,1
5943,Other,Male,25 - 45,0
5946,Hispanic,Male,Less than 25,0
5947,Caucasian,Male,25 - 45,0
5951,Hispanic,Female,25 - 45,0
5953,Hispanic,Male,Greater than 45,0
5954,Hispanic,Male,Greater than 45,0
5957,Other,Male,25 - 45,1
5958,African-American,Male,Less than 25,1
5960,Caucasian,Male,Greater than 45,0
5963,Caucasian,Male,Less than 25,1
5964,African-American,Female,Less than 25,0
5968,Caucasian,Male,Greater than 45,1
5969,Caucasian,Male,25 - 45,1
5970,Caucasian,Male,25 - 45,0
5971,Caucasian,Male,Greater than 45,0
5973,Caucasian,Male,Greater than 45,1
5974,African-American,Male,Less than 25,0
5975,Caucasian,Male,Greater than 45,0
5976,Caucasian,Male,25 - 45,1
5978,African-American,Male,25 - 45,0
5981,Caucasian,Female,25 - 45,1
5982,African-American,Male,25 - 45,1
5984,African-American,Male,25 - 45,0
5985,Caucasian,Male,Greater than 45,0
5987,Caucasian,Male,25 - 45,1
5988,Caucasian,Female,Less than 25,0
5989,Caucasian,Female,25 - 45,0
5992,African-American,Male,Less than 25,0
5993,Caucasian,Male,Greater than 45,0
5994,African-American,Female,Less than 25,1
5995,Caucasian,Male,25 - 45,0
5996,African-American,Male,25 - 45,1
5997,Caucasian,Male,Less than 25,0
6000,African-American,Female,Less than 25,1
6001,African-American,Male,25 - 45,1
6002,African-American,Female,25 - 45,0
6004,Other,Male,25 - 45,0
6006,African-American,Female,25 - 45,0
6010,Caucasian,Male,Greater than 45,0
6011,Caucasian,Male,Less than 25,0
6013,Caucasian,Male,25 - 45,0
6019,Caucasian,Male,25 - 45,1
6021,Caucasian,Male,25 - 45,1
6022,Caucasian,Male,Greater than 45,1
6023,Other,Male,Greater than 45,0
6027,African-American,Male,25 - 45,1
6030,African-American,Male,Greater than 45,0
6032,African-American,Male,Less than 25,0
6034,Caucasian,Male,Less than 25,1
6035,Asian,Male,Greater than 45,0
6036,Other,Male,Less than 25,0
6040,African-American,Male,25 - 45,1
6041,Caucasian,Male,Greater than 45,0
6042,Caucasian,Male,25 - 45,1
6043,Caucasian,Male,Greater than 45,0
6044,African-American,Male,Less than 25,1
6046,African-American,Male,Greater than 45,0
6047,Caucasian,Male,Greater than 45,0
6048,African-American,Male,25 - 45,0
6051,African-American,Male,Less than 25,0
6055,African-American,Female,Less than 25,1
6056,Caucasian,Male,25 - 45,1
6058,Other,Male,25 - 45,1
6062,Caucasian,Male,Greater than 45,0
6064,Caucasian,Female,25 - 45,0
6065,African-American,Male,Greater than 45,0
6066,Caucasian,Male,Greater than 45,0
6067,African-American,Male,25 - 45,1
6070,African-American,Male,25 - 45,1
6071,African-American,Male,Greater than 45,0
6073,Caucasian,Male,25 - 45,0
6074,Other,Male,Greater than 45,0
6075,African-American,Male,25 - 45,1
6078,Caucasian,Female,25 - 45,0
6080,African-American,Male,25 - 45,1
6081,Caucasian,Female,25 - 45,0
6084,African-American,Male,25 - 45,0
6085,African-American,Male,25 - 45,0
6089,African-American,Male,25 - 45,1
6094,Caucasian,Male,25 - 45,1
6095,African-American,Male,25 - 45,1
6096,African-American,Male,Less than 25,1
6097,Caucasian,Male,25 - 45,1
6100,Caucasian,Male,25 - 45,1
6101,Caucasian,Male,25 - 45,0
6105,African-American,Male,25 - 45,0
6106,African-American,Male,25 - 45,0
6107,Caucasian,Female,Less than 25,0
6108,African-American,Male,25 - 45,1
6109,Caucasian,Male,Less than 25,0
6110,Caucasian,Female,Less than 25,0
6111,African-American,Female,Greater than 45,0
6112,African-American,Male,25 - 45,1
6113,African-American,Male,Greater than 45,1
6114,Caucasian,Female,25 - 45,0
6116,African-American,Male,25 - 45,1
6117,African-American,Male,25 - 45,1
6123,Caucasian,Female,Less than 25,0
6125,African-American,Male,25 - 45,0
6127,African-American,Male,25 - 45,0
6131,African-American,Male,Greater than 45,0
6133,Caucasian,Male,Greater than 45,0
6135,African-American,Male,25 - 45,1
6137,Caucasian,Male,Greater than 45,0
6140,African-American,Male,25 - 45,0
6143,African-American,Male,Greater than 45,1
6146,African-American,Male,25 - 45,0
6147,African-American,Male,Less than 25,1
6148,African-American,Female,25 - 45,0
6149,African-American,Male,Less than 25,1
6150,Caucasian,Male,25 - 45,0
6152,African-American,Male,25 - 45,0
6153,African-American,Male,25 - 45,0
6154,African-American,Male,25 - 45,0
6156,Caucasian,Male,25 - 45,0
6159,African-American,Male,25 - 45,0
6160,African-American,Male,25 - 45,1
6161,African-American,Male,25 - 45,0
6162,Caucasian,Female,25 - 45,0
6164,African-American,Female,25 - 45,0
6165,Caucasian,Male,25 - 45,1
6166,Caucasian,Male,Less than 25,1
6169,Caucasian,Male,Less than 25,1
6170,African-American,Male,25 - 45,1
6171,African-American,Female,Greater than 45,0
6172,Caucasian,Male,25 - 45,1
6173,African-American,Male,Greater than 45,0
6177,African-American,Male,Less than 25,0
6178,Caucasian,Male,25 - 45,0
6179,Caucasian,Male,25 - 45,1
6182,African-American,Male,25 - 45,0
6183,Caucasian,Female,Less than 25,0
6185,African-American,Male,25 - 45,1
6189,Caucasian,Female,Greater than 45,0
6191,African-American,Female,25 - 45,0
6192,Caucasian,Male,Greater than 45,0
6193,African-American,Male,25 - 45,0
6195,Caucasian,Female,Less than 25,1
6196,African-American,Male,Less than 25,1
6198,Caucasian,Male,Greater than 45,0
6200,Hispanic,Male,25 - 45,0
6201,Caucasian,Female,Greater than 45,0
6202,Hispanic,Male,25 - 45,1
6203,African-American,Male,25 - 45,0
6205,African-American,Male,Greater than 45,1
6206,Hispanic,Male,Greater than 45,0
6207,African-American,Male,25 - 45,1
6208,African-American,Male,25 - 45,0
6210,African-American,Male,Less than 25,1
6212,African-American,Male,Greater than 45,0
6215,Other,Female,Less than 25,0
6216,African-American,Male,Less than 25,1
6221,Caucasian,Male,25 - 45,0
6222,Other,Male,Less than 25,1
6223,Other,Male,Greater than 45,0
6224,Hispanic,Male,Less than 25,0
6226,Caucasian,Female,25 - 45,1
6228,Caucasian,Male,Greater than 45,0
6229,Caucasian,Male,25 - 45,1
6230,Other,Female,Greater than 45,0
6231,African-American,Male,Greater than 45,0
6236,Asian,Male,25 - 45,0
6238,Hispanic,Male,25 - 45,0
6239,African-American,Male,Greater than 45,0
6240,African-American,Male,Greater than 45,0
6241,Caucasian,Male,25 - 45,0
6242,Caucasian,Female,Greater than 45,0
6244,Hispanic,Male,25 - 45,1
6247,African-American,Male,25 - 45,1
6248,Caucasian,Male,25 - 45,0
6249,Caucasian,Male,25 - 45,1
6250,African-American,Male,Less than 25,1
6251,African-American,Male,25 - 45,0
6256,African-American,Male,25 - 45,1
6259,Caucasian,Male,Greater than 45,0
6260,Caucasian,Male,25 - 45,1
6264,African-American,Female,25 - 45,0
6267,Caucasian,Female,Greater than 45,1
6268,African-American,Female,25 - 45,0
6271,Caucasian,Male,25 - 45,0
6274,Hispanic,Male,25 - 45,1
6278,African-American,Female,25 - 45,0
6280,African-American,Male,25 - 45,0
6281,Caucasian,Male,25 - 45,0
6282,Hispanic,Male,Less than 25,1
6284,African-American,Male,Less than 25,0
6285,Caucasian,Female,25 - 45,1
6286,African-American,Male,Less than 25,1
6287,Caucasian,Male,25 - 45,0
6289,Caucasian,Female,25 - 45,1
6292,African-American,Male,Greater than 45,0
6293,African-American,Female,25 - 45,0
6296,African-American,Male,25 - 45,1
6297,Caucasian,Female,25 - 45,0
6299,African-American,Female,Less than 25,0
6300,African-American,Male,25 - 45,0
6301,African-American,Male,25 - 45,1
6302,African-American,Male,Less than 25,0
6303,Hispanic,Female,25 - 45,0
6304,African-American,Male,25 - 45,1
6312,African-American,Male,25 - 45,1
6314,Caucasian,Male,Less than 25,1
6315,African-American,Male,25 - 45,1
6317,Caucasian,Male,25 - 45,1
6319,African-American,Male,Less than 25,1
6320,African-American,Male,25 - 45,1
6322,Caucasian,Male,25 - 45,1
6323,Caucasian,Male,Greater than 45,1
6324,Hispanic,Male,Less than 25,0
6326,Caucasian,Male,Less than 25,1
6328,African-American,Female,Greater than 45,0
6330,Caucasian,Female,25 - 45,0
6332,African-American,Male,Greater than 45,1
6335,African-American,Male,25 - 45,0
6336,African-American,Male,25 - 45,1
6337,African-American,Male,Greater than 45,0
6338,African-American,Male,25 - 45,1
6339,African-American,Male,Greater than 45,1
6341,Other,Male,25 - 45,0
6345,African-American,Male,Less than 25,0
6347,African-American,Male,Less than 25,1
6349,African-American,Female,25 - 45,0
6353,African-American,Male,Greater than 45,0
6354,Caucasian,Female,Greater than 45,1
6356,Hispanic,Male,25 - 45,1
6359,African-American,Male,Greater than 45,1
6360,Caucasian,Male,25 - 45,0
6361,African-American,Male,Less than 25,0
6362,Hispanic,Female,25 - 45,1
6365,African-American,Male,Greater than 45,1
6367,African-American,Male,25 - 45,1
6368,African-American,Male,25 - 45,1
6371,African-American,Male,25 - 45,1
6372,African-American,Male,25 - 45,1
6373,African-American,Male,25 - 45,1
6375,African-American,Male,25 - 45,1
6376,African-American,Male,Greater than 45,0
6377,Caucasian,Male,25 - 45,1
6379,Caucasian,Male,Less than 25,0
6380,African-American,Male,25 - 45,0
6381,African-American,Male,25 - 45,1
6382,African-American,Male,25 - 45,0
6383,Caucasian,Male,Greater than 45,1
6384,African-American,Male,Less than 25,1
6386,Hispanic,Male,25 - 45,1
6387,Hispanic,Female,Less than 25,0
6389,Caucasian,Female,25 - 45,1
6391,African-American,Male,Less than 25,1
6392,African-American,Male,Greater than 45,1
6393,African-American,Male,Less than 25,1
6394,African-American,Male,Greater than 45,0
6396,Caucasian,Male,Greater than 45,0
6398,Caucasian,Female,25 - 45,0
6399,Caucasian,Male,25 - 45,0
6400,African-American,Male,25 - 45,1
6401,Caucasian,Male,Greater than 45,0
6402,African-American,Female,25 - 45,0
6409,African-American,Male,25 - 45,1
6412,Other,Male,Less than 25,0
6413,African-American,Male,Greater than 45,0
6420,African-American,Male,Less than 25,1
6422,African-American,Female,Less than 25,0
6424,Hispanic,Male,Greater than 45,0
6425,African-American,Female,25 - 45,0
6426,Other,Male,25 - 45,1
6428,Caucasian,Female,25 - 45,1
6430,African-American,Male,Greater than 45,0
6431,Other,Female,Less than 25,1
6432,Caucasian,Female,25 - 45,0
6433,Caucasian,Female,25 - 45,1
6436,Hispanic,Male,25 - 45,0
6439,African-American,Male,25 - 45,1
6441,African-American,Male,25 - 45,0
6442,African-American,Male,Less than 25,1
6443,Caucasian,Male,25 - 45,0
6446,Caucasian,Male,25 - 45,1
6447,African-American,Male,Less than 25,0
6448,Caucasian,Male,25 - 45,1
6449,African-American,Male,Greater than 45,1
6450,African-American,Male,25 - 45,0
6451,African-American,Male,25 - 45,1
6453,African-American,Male,25 - 45,1
6458,Hispanic,Female,25 - 45,0
6459,African-American,Male,Greater than 45,1
6462,African-American,Male,Less than 25,1
6463,African-American,Male,25 - 45,0
6466,Caucasian,Male,Greater than 45,0
6467,African-American,Male,25 - 45,0
6468,African-American,Female,Greater than 45,0
6469,Other,Male,Less than 25,1
6470,African-American,Female,Less than 25,1
6471,Caucasian,Male,Greater than 45,1
6473,African-American,Male,25 - 45,1
6477,Caucasian,Male,Greater than 45,1
6478,Hispanic,Female,25 - 45,1
6480,African-American,Male,25 - 45,1
6481,African-American,Female,Less than 25,0
6482,African-American,Male,25 - 45,1
6483,Caucasian,Male,Greater than 45,0
6484,Caucasian,Female,Greater than 45,0
6485,African-American,Male,Greater than 45,0
6487,African-American,Female,25 - 45,0
6488,Caucasian,Female,Greater than 45,0
6489,African-American,Male,25 - 45,1
6490,African-American,Male,Less than 25,1
6491,Caucasian,Female,25 - 45,1
6492,Caucasian,Male,25 - 45,0
6495,Asian,Male,25 - 45,0
6496,Caucasian,Male,Less than 25,0
6497,African-American,Male,25 - 45,1
6500,Caucasian,Female,Less than 25,0
6501,African-American,Female,Greater than 45,0
6502,African-American,Male,25 - 45,1
6503,Hispanic,Male,25 - 45,1
6505,Caucasian,Male,25 - 45,0
6508,African-American,Female,25 - 45,0
6511,African-American,Male,25 - 45,1
6512,Caucasian,Male,25 - 45,0
6514,Caucasian,Male,25 - 45,0
6520,African-American,Female,25 - 45,0
6521,Caucasian,Female,25 - 45,1
6522,African-American,Male,Less than 25,1
6524,Caucasian,Male,25 - 45,0
6525,Caucasian,Male,Greater than 45,1
6526,Hispanic,Female,25 - 45,0
6527,African-American,Female,Less than 25,0
6528,African-American,Male,25 - 45,1
6529,Other,Male,Less than 25,1
6531,African-American,Male,Less than 25,1
6533,Hispanic,Female,Less than 25,0
6534,African-American,Female,25 - 45,0
6535,Caucasian,Male,Less than 25,1
6536,Caucasian,Male,Greater than 45,0
6537,Caucasian,Male,25 - 45,1
6539,Other,Male,25 - 45,0
6546,Hispanic,Male,25 - 45,0
6547,Hispanic,Male,Less than 25,1
6548,African-American,Male,Less than 25,1
6549,African-American,Male,Greater than 45,1
6550,African-American,Male,Greater than 45,1
6551,Caucasian,Male,25 - 45,0
6552,Caucasian,Female,Greater than 45,1
6554,African-American,Female,25 - 45,0
6558,Caucasian,Male,Greater than 45,1
6560,African-American,Female,Greater than 45,0
6563,Caucasian,Male,25 - 45,1
6564,Caucasian,Male,25 - 45,0
6566,African-American,Male,25 - 45,1
6570,Caucasian,Male,Greater than 45,0
6571,African-American,Male,Greater than 45,1
6572,Caucasian,Male,25 - 45,0
6573,Other,Male,25 - 45,1
6574,African-American,Female,25 - 45,1
6577,Caucasian,Male,25 - 45,0
6580,Caucasian,Male,Greater than 45,0
6583,African-American,Male,25 - 45,0
6584,Caucasian,Male,25 - 45,0
6585,African-American,Male,25 - 45,1
6586,Caucasian,Female,Greater than 45,1
6587,African-American,Male,Less than 25,1
6588,African-American,Male,Less than 25,0
6589,African-American,Female,25 - 45,1
6591,African-American,Female,Greater than 45,0
6592,Caucasian,Female,Greater than 45,0
6593,African-American,Male,Greater than 45,0
6594,African-American,Male,Less than 25,0
6595,African-American,Male,25 - 45,0
6596,African-American,Male,Greater than 45,1
6597,African-American,Male,25 - 45,1
6600,Hispanic,Male,25 - 45,1
6601,African-American,Male,Greater than 45,0
6604,African-American,Male,25 - 45,1
6605,African-American,Female,Less than 25,0
6606,African-American,Male,25 - 45,0
6608,Caucasian,Male,25 - 45,1
6611,African-American,Male,Greater than 45,0
6613,African-American,Male,25 - 45,0
6614,Caucasian,Male,Less than 25,0
6615,Other,Female,Greater than 45,0
6616,Caucasian,Male,25 - 45,1
6621,Hispanic,Male,25 - 45,1
6624,Hispanic,Male,Greater than 45,1
6626,African-American,Male,25 - 45,0
6629,Caucasian,Female,25 - 45,1
6631,African-American,Male,25 - 45,1
6634,African-American,Male,25 - 45,1
6636,Caucasian,Male,Less than 25,0
6637,Caucasian,Female,25 - 45,0
6638,African-American,Male,Less than 25,1
6639,African-American,Male,Greater than 45,0
6641,African-American,Male,Less than 25,1
6642,Caucasian,Male,25 - 45,0
6645,African-American,Female,25 - 45,0
6646,African-American,Male,25 - 45,1
6649,Caucasian,Male,25 - 45,1
6650,African-American,Male,Less than 25,1
6651,African-American,Female,25 - 45,0
6653,Caucasian,Female,25 - 45,0
6654,African-American,Male,Less than 25,1
6655,African-American,Female,25 - 45,0
6657,African-American,Female,25 - 45,1
6658,African-American,Male,25 - 45,1
6659,African-American,Male,Less than 25,0
6660,Caucasian,Male,25 - 45,1
6661,Caucasian,Male,Less than 25,0
6662,African-American,Male,25 - 45,0
6663,African-American,Male,25 - 45,0
6665,African-American,Female,Less than 25,0
6667,African-American,Female,Less than 25,0
6668,African-American,Male,25 - 45,1
6670,Caucasian,Male,25 - 45,1
6671,Caucasian,Female,Less than 25,1
6672,African-American,Male,Less than 25,1
6679,Other,Female,25 - 45,1
6681,African-American,Male,25 - 45,1
6683,African-American,Female,Less than 25,1
6685,African-American,Male,25 - 45,0
6686,Caucasian,Male,25 - 45,1
6687,Caucasian,Male,25 - 45,1
6688,Caucasian,Male,25 - 45,0
6689,Caucasian,Male,Greater than 45,0
6690,African-American,Male,25 - 45,1
6692,Caucasian,Male,25 - 45,0
6693,Caucasian,Male,25 - 45,0
6695,African-American,Male,25 - 45,0
6696,African-American,Male,Less than 25,0
6697,Caucasian,Male,25 - 45,0
6698,African-American,Male,25 - 45,1
6699,Caucasian,Female,25 - 45,0
6702,African-American,Female,25 - 45,0
6703,African-American,Male,25 - 45,0
6704,Caucasian,Male,25 - 45,0
6705,Caucasian,Female,25 - 45,0
6706,African-American,Male,25 - 45,1
6708,African-American,Male,25 - 45,0
6713,Other,Male,25 - 45,0
6715,African-American,Female,25 - 45,0
6717,Caucasian,Female,25 - 45,0
6719,African-American,Male,25 - 45,1
6721,African-American,Female,25 - 45,0
6722,Caucasian,Male,25 - 45,0
6729,Hispanic,Female,25 - 45,0
6730,African-American,Female,25 - 45,0
6731,Caucasian,Female,25 - 45,0
6732,Caucasian,Male,Less than 25,1
6733,African-American,Male,Less than 25,0
6735,Hispanic,Female,Greater than 45,0
6737,African-American,Male,Less than 25,1
6739,African-American,Male,Greater than 45,1
6740,African-American,Female,25 - 45,1
6741,African-American,Male,Less than 25,0
6744,African-American,Male,25 - 45,1
6747,African-American,Male,Less than 25,1
6748,Other,Male,Less than 25,0
6749,Caucasian,Female,Less than 25,0
6751,Caucasian,Male,25 - 45,1
6754,Hispanic,Female,Less than 25,0
6755,African-American,Female,Less than 25,1
6756,Caucasian,Male,25 - 45,1
6758,Caucasian,Female,25 - 45,1
6759,African-American,Male,25 - 45,1
6760,African-American,Male,25 - 45,0
6763,Caucasian,Female,25 - 45,0
6766,African-American,Male,25 - 45,1
6769,Caucasian,Female,25 - 45,0
6771,African-American,Male,Greater than 45,0
6773,Caucasian,Female,25 - 45,0
6774,Hispanic,Male,25 - 45,0
6775,African-American,Male,25 - 45,1
6776,Caucasian,Male,Greater than 45,0
6778,African-American,Male,Less than 25,0
6780,African-American,Female,25 - 45,0
6781,Caucasian,Male,Greater than 45,0
6782,Hispanic,Male,Less than 25,0
6783,African-American,Female,Greater than 45,1
6784,Other,Male,25 - 45,0
6786,Hispanic,Male,25 - 45,0
6788,African-American,Male,Greater than 45,0
6791,African-American,Male,Greater than 45,0
6793,Caucasian,Female,25 - 45,0
6794,Caucasian,Male,25 - 45,1
6796,African-American,Male,Less than 25,1
6798,Caucasian,Male,Less than 25,0
6800,African-American,Male,Less than 25,0
6801,Caucasian,Male,25 - 45,0
6802,Caucasian,Female,25 - 45,0
6803,African-American,Male,Greater than 45,1
6804,Caucasian,Male,25 - 45,1
6805,African-American,Male,Less than 25,1
6808,Other,Male,25 - 45,0
6809,African-American,Male,25 - 45,0
6810,African-American,Male,Less than 25,1
6811,African-American,Male,Less than 25,1
6812,Caucasian,Male,Less than 25,0
6813,Other,Male,Greater than 45,0
6815,African-American,Male,Less than 25,0
6816,African-American,Female,25 - 45,0
6818,Caucasian,Female,Greater than 45,1
6819,Hispanic,Male,25 - 45,1
6820,African-American,Male,25 - 45,0
6824,Hispanic,Male,Greater than 45,0
6825,African-American,Male,Greater than 45,1
6827,African-American,Male,25 - 45,1
6828,Caucasian,Male,25 - 45,0
6830,Caucasian,Female,Less than 25,1
6834,Hispanic,Male,25 - 45,0
6836,Caucasian,Male,Less than 25,1
6838,Caucasian,Female,25 - 45,1
6840,African-American,Male,25 - 45,1
6846,African-American,Male,Less than 25,1
6847,African-American,Female,25 - 45,0
6850,Caucasian,Male,25 - 45,1
6851,Caucasian,Male,25 - 45,1
6852,Other,Male,25 - 45,1
6855,Caucasian,Male,25 - 45,1
6857,African-American,Female,25 - 45,0
6858,Caucasian,Male,Greater than 45,0
6859,Caucasian,Male,Less than 25,1
6862,African-American,Male,25 - 45,0
6863,African-American,Male,25 - 45,0
6864,African-American,Male,25 - 45,1
6866,African-American,Female,Less than 25,0
6870,Caucasian,Male,25 - 45,0
6875,Caucasian,Male,Less than 25,0
6877,African-American,Female,25 - 45,0
6878,Caucasian,Male,Greater than 45,1
6881,Hispanic,Male,25 - 45,0
6882,African-American,Male,25 - 45,1
6883,Caucasian,Female,Greater than 45,0
6884,Caucasian,Male,25 - 45,0
6885,Other,Female,25 - 45,1
6886,African-American,Male,Greater than 45,1
6888,African-American,Female,25 - 45,0
6889,Caucasian,Male,25 - 45,1
6892,African-American,Male,Less than 25,1
6893,African-American,Male,25 - 45,0
6894,African-American,Male,25 - 45,0
6896,Hispanic,Male,25 - 45,1
6899,Caucasian,Male,25 - 45,0
6900,African-American,Male,25 - 45,1
6901,African-American,Female,Less than 25,0
6904,African-American,Female,Less than 25,0
6906,Hispanic,Female,25 - 45,0
6908,African-American,Male,25 - 45,1
6910,African-American,Male,25 - 45,1
6911,Hispanic,Male,Less than 25,1
6915,African-American,Male,25 - 45,1
6916,African-American,Male,Less than 25,0
6919,African-American,Female,25 - 45,1
6920,African-American,Male,25 - 45,0
6921,African-American,Male,25 - 45,0
6923,African-American,Male,25 - 45,0
6924,African-American,Male,Less than 25,1
6926,Caucasian,Male,25 - 45,1
6927,African-American,Male,25 - 45,1
6929,Caucasian,Male,25 - 45,0
6931,African-American,Male,25 - 45,0
6932,Caucasian,Male,Less than 25,1
6934,African-American,Female,25 - 45,0
6936,African-American,Male,Less than 25,1
6937,Caucasian,Female,25 - 45,0
6939,Caucasian,Male,Greater than 45,0
6941,African-American,Female,Greater than 45,1
6943,African-American,Female,Less than 25,1
6944,Caucasian,Female,25 - 45,0
6946,African-American,Male,Less than 25,1
6947,African-American,Female,25 - 45,1
6948,African-American,Male,25 - 45,0
6949,Caucasian,Male,25 - 45,1
6950,Caucasian,Male,Greater than 45,0
6952,African-American,Male,Less than 25,0
6955,African-American,Male,Less than 25,1
6957,African-American,Male,25 - 45,1
6959,Hispanic,Male,25 - 45,0
6960,African-American,Female,25 - 45,0
6961,African-American,Male,25 - 45,1
6963,Caucasian,Female,Greater than 45,0
6965,Other,Female,25 - 45,0
6967,Caucasian,Male,Less than 25,0
6968,African-American,Male,25 - 45,1
6971,African-American,Male,25 - 45,1
6975,African-American,Male,Less than 25,1
6976,Caucasian,Male,25 - 45,0
6977,Asian,Female,Greater than 45,1
6979,Caucasian,Male,25 - 45,0
6980,African-American,Female,25 - 45,1
6981,Caucasian,Male,25 - 45,1
6982,Hispanic,Male,Greater than 45,1
6983,African-American,Male,Greater than 45,0
6986,Hispanic,Male,25 - 45,0
6991,African-American,Male,25 - 45,1
6996,African-American,Female,Less than 25,1
6997,African-American,Male,25 - 45,1
6999,African-American,Male,Less than 25,0
7003,African-American,Male,Greater than 45,1
7004,Caucasian,Male,Less than 25,0
7006,Caucasian,Female,25 - 45,1
7007,African-American,Female,25 - 45,0
7008,African-American,Male,Greater than 45,1
7010,African-American,Male,Greater than 45,1
7011,African-American,Male,Greater than 45,0
7012,African-American,Male,25 - 45,0
7015,Caucasian,Male,Less than 25,0
7020,Caucasian,Male,25 - 45,1
7022,African-American,Male,25 - 45,1
7023,Caucasian,Male,25 - 45,0
7024,Caucasian,Male,25 - 45,0
7025,African-American,Female,25 - 45,1
7026,African-American,Male,25 - 45,0
7027,African-American,Male,Greater than 45,1
7028,Caucasian,Male,25 - 45,1
7029,African-American,Male,25 - 45,1
7030,Other,Male,25 - 45,0
7032,Caucasian,Female,Greater than 45,0
7033,African-American,Male,Less than 25,0
7034,Caucasian,Male,25 - 45,1
7036,Hispanic,Male,25 - 45,1
7037,African-American,Male,25 - 45,1
7039,Caucasian,Female,25 - 45,1
7040,Caucasian,Male,Less than 25,0
7041,African-American,Male,Less than 25,1
7043,African-American,Male,25 - 45,0
7044,African-American,Male,25 - 45,0
7047,Native American,Male,25 - 45,0
7048,African-American,Male,25 - 45,1
7051,African-American,Male,Greater than 45,0
7053,African-American,Male,25 - 45,0
7054,Caucasian,Male,Greater than 45,0
7060,African-American,Female,25 - 45,0
7061,Caucasian,Male,Less than 25,1
7064,African-American,Male,25 - 45,1
7067,Caucasian,Male,Less than 25,1
7074,Caucasian,Female,Less than 25,1
7076,Caucasian,Female,25 - 45,1
7077,African-American,Male,25 - 45,1
7079,Caucasian,Male,25 - 45,0
7080,Caucasian,Female,Greater than 45,0
7082,Hispanic,Male,25 - 45,0
7084,Caucasian,Female,Less than 25,0
7087,Other,Male,Greater than 45,0
7092,Caucasian,Male,25 - 45,0
7095,Hispanic,Male,25 - 45,0
7098,African-American,Male,Less than 25,1
7099,African-American,Male,25 - 45,0
7100,African-American,Male,25 - 45,1
7101,Caucasian,Female,Less than 25,0
7104,Caucasian,Male,Greater than 45,1
7105,African-American,Male,25 - 45,1
7107,African-American,Male,25 - 45,1
7109,Caucasian,Male,Greater than 45,0
7111,Caucasian,Male,Greater than 45,1
7112,African-American,Male,Greater than 45,1
7114,African-American,Male,Less than 25,1
7116,African-American,Male,25 - 45,0
7117,Caucasian,Male,Greater than 45,0
7119,African-American,Male,Less than 25,0
7120,Caucasian,Male,Greater than 45,1
7121,Asian,Male,25 - 45,0
